dataset,model,method,drift_type,window_size,tda_subsample,pca_dim,seed,auc,detection_delay,fpr,runtime_per_window
ag_news,minilm,tda_h0_std_lifetime,no_drift,200,150,50,123,,,0.0,0.7436936974525452
ag_news,minilm,tda_h0_total_persistence,no_drift,200,150,50,123,,,0.0,0.7436936974525452
ag_news,minilm,tda_h1_max_lifetime,no_drift,200,150,50,123,,,0.06666666666666667,0.7436936974525452
ag_news,minilm,tda_h1_n_features,no_drift,200,150,50,123,,,0.0,0.7436936974525452
ag_news,minilm,tda_h1_total_persistence,no_drift,200,150,50,123,,,0.0,0.7436936974525452
ag_news,minilm,tda_landscape_h0_L1_norm,no_drift,200,150,50,123,,,0.06666666666666667,0.7436936974525452
ag_news,minilm,tda_landscape_h0_L2_norm,no_drift,200,150,50,123,,,0.3333333333333333,0.7436936974525452
ag_news,minilm,tda_landscape_h0_L3_norm,no_drift,200,150,50,123,,,0.06666666666666667,0.7436936974525452
ag_news,minilm,tda_landscape_h1_L1_norm,no_drift,200,150,50,123,,,0.4666666666666667,0.7436936974525452
ag_news,minilm,tda_landscape_h1_L2_norm,no_drift,200,150,50,123,,,0.5333333333333333,0.7436936974525452
ag_news,minilm,tda_landscape_h1_L3_norm,no_drift,200,150,50,123,,,0.4666666666666667,0.7436936974525452
ag_news,minilm,tda_pe_h0,no_drift,200,150,50,123,,,0.0,0.7436936974525452
ag_news,minilm,tda_pe_h1,no_drift,200,150,50,123,,,0.0,0.7436936974525452
ag_news,minilm,tda_phd,no_drift,200,150,50,123,,,0.0,0.7436936974525452
ag_news,minilm,tda_sliced_wass_h0,no_drift,200,150,50,123,,,0.0,0.7436936974525452
ag_news,minilm,tda_sliced_wass_h1,no_drift,200,150,50,123,,,0.06666666666666667,0.7436936974525452
ag_news,minilm,tda_wass_h0,no_drift,200,150,50,123,,,0.0,0.7436936974525452
ag_news,minilm,tda_wass_h1,no_drift,200,150,50,123,,,0.06666666666666667,0.7436936974525452
ag_news,minilm,centroid,no_drift,200,150,50,456,,,0.5333333333333333,47.50748871564865
ag_news,minilm,covariance,no_drift,200,150,50,456,,,0.7333333333333333,47.50748871564865
ag_news,minilm,mmd,no_drift,200,150,50,456,,,0.6666666666666666,47.50748871564865
ag_news,minilm,knn,no_drift,200,150,50,456,,,0.13333333333333333,47.50748871564865
ag_news,minilm,energy,no_drift,200,150,50,456,,,0.13333333333333333,47.50748871564865
ag_news,minilm,classifier,no_drift,200,150,50,456,,,0.06666666666666667,47.50748871564865
ag_news,minilm,tda_bottleneck_h0,no_drift,200,150,50,456,,,0.2,0.6392971992492675
ag_news,minilm,tda_h0_max_lifetime,no_drift,200,150,50,456,,,0.2,0.6392971992492675
ag_news,minilm,tda_h0_mean_lifetime,no_drift,200,150,50,456,,,0.0,0.6392971992492675
ag_news,minilm,tda_h0_std_lifetime,no_drift,200,150,50,456,,,0.06666666666666667,0.6392971992492675
ag_news,minilm,tda_h0_total_persistence,no_drift,200,150,50,456,,,0.0,0.6392971992492675
ag_news,minilm,tda_h1_max_lifetime,no_drift,200,150,50,456,,,0.13333333333333333,0.6392971992492675
ag_news,minilm,tda_h1_n_features,no_drift,200,150,50,456,,,0.0,0.6392971992492675
ag_news,minilm,tda_h1_total_persistence,no_drift,200,150,50,456,,,0.0,0.6392971992492675
ag_news,minilm,tda_landscape_h0_L1_norm,no_drift,200,150,50,456,,,0.2,0.6392971992492675
ag_news,minilm,tda_landscape_h0_L2_norm,no_drift,200,150,50,456,,,0.13333333333333333,0.6392971992492675
ag_news,minilm,tda_landscape_h0_L3_norm,no_drift,200,150,50,456,,,0.0,0.6392971992492675
ag_news,minilm,tda_landscape_h1_L1_norm,no_drift,200,150,50,456,,,0.26666666666666666,0.6392971992492675
ag_news,minilm,tda_landscape_h1_L2_norm,no_drift,200,150,50,456,,,0.4,0.6392971992492675
ag_news,minilm,tda_landscape_h1_L3_norm,no_drift,200,150,50,456,,,0.26666666666666666,0.6392971992492675
ag_news,minilm,tda_pe_h0,no_drift,200,150,50,456,,,0.06666666666666667,0.6392971992492675
ag_news,minilm,tda_pe_h1,no_drift,200,150,50,456,,,0.0,0.6392971992492675
ag_news,minilm,tda_phd,no_drift,200,150,50,456,,,0.13333333333333333,0.6392971992492675
ag_news,minilm,tda_sliced_wass_h0,no_drift,200,150,50,456,,,0.0,0.6392971992492675
ag_news,minilm,tda_sliced_wass_h1,no_drift,200,150,50,456,,,0.2,0.6392971992492675
ag_news,minilm,tda_wass_h0,no_drift,200,150,50,456,,,0.0,0.6392971992492675
ag_news,minilm,tda_wass_h1,no_drift,200,150,50,456,,,0.13333333333333333,0.6392971992492675
ag_news,minilm,centroid,no_drift,200,150,50,789,,,0.4666666666666667,1.0141308307647705
ag_news,minilm,covariance,no_drift,200,150,50,789,,,0.5333333333333333,1.0141308307647705
ag_news,minilm,mmd,no_drift,200,150,50,789,,,0.13333333333333333,1.0141308307647705
ag_news,minilm,knn,no_drift,200,150,50,789,,,0.06666666666666667,1.0141308307647705
ag_news,minilm,energy,no_drift,200,150,50,789,,,0.0,1.0141308307647705
ag_news,minilm,classifier,no_drift,200,150,50,789,,,0.3333333333333333,1.0141308307647705
ag_news,minilm,tda_bottleneck_h0,no_drift,200,150,50,789,,,0.06666666666666667,0.6337945818901062
ag_news,minilm,tda_h0_max_lifetime,no_drift,200,150,50,789,,,0.4666666666666667,0.6337945818901062
ag_news,minilm,tda_h0_mean_lifetime,no_drift,200,150,50,789,,,0.0,0.6337945818901062
ag_news,minilm,tda_h0_std_lifetime,no_drift,200,150,50,789,,,0.26666666666666666,0.6337945818901062
ag_news,minilm,tda_h0_total_persistence,no_drift,200,150,50,789,,,0.0,0.6337945818901062
ag_news,minilm,tda_h1_max_lifetime,no_drift,200,150,50,789,,,0.0,0.6337945818901062
ag_news,minilm,tda_h1_n_features,no_drift,200,150,50,789,,,0.0,0.6337945818901062
ag_news,minilm,tda_h1_total_persistence,no_drift,200,150,50,789,,,0.0,0.6337945818901062
ag_news,minilm,tda_landscape_h0_L1_norm,no_drift,200,150,50,789,,,0.4666666666666667,0.6337945818901062
ag_news,minilm,tda_landscape_h0_L2_norm,no_drift,200,150,50,789,,,0.2,0.6337945818901062
ag_news,minilm,tda_landscape_h0_L3_norm,no_drift,200,150,50,789,,,0.13333333333333333,0.6337945818901062
ag_news,minilm,tda_landscape_h1_L1_norm,no_drift,200,150,50,789,,,0.0,0.6337945818901062
ag_news,minilm,tda_landscape_h1_L2_norm,no_drift,200,150,50,789,,,0.13333333333333333,0.6337945818901062
ag_news,minilm,tda_landscape_h1_L3_norm,no_drift,200,150,50,789,,,0.13333333333333333,0.6337945818901062
ag_news,minilm,tda_pe_h0,no_drift,200,150,50,789,,,0.26666666666666666,0.6337945818901062
ag_news,minilm,tda_pe_h1,no_drift,200,150,50,789,,,0.06666666666666667,0.6337945818901062
ag_news,minilm,tda_phd,no_drift,200,150,50,789,,,0.2,0.6337945818901062
ag_news,minilm,tda_sliced_wass_h0,no_drift,200,150,50,789,,,0.4,0.6337945818901062
ag_news,minilm,tda_sliced_wass_h1,no_drift,200,150,50,789,,,0.0,0.6337945818901062
ag_news,minilm,tda_wass_h0,no_drift,200,150,50,789,,,0.3333333333333333,0.6337945818901062
ag_news,minilm,tda_wass_h1,no_drift,200,150,50,789,,,0.0,0.6337945818901062
ag_news,minilm,centroid,no_drift,200,150,50,1011,,,0.4666666666666667,1.0116042733192443
ag_news,minilm,covariance,no_drift,200,150,50,1011,,,0.4,1.0116042733192443
ag_news,minilm,mmd,no_drift,200,150,50,1011,,,0.26666666666666666,1.0116042733192443
ag_news,minilm,knn,no_drift,200,150,50,1011,,,0.4,1.0116042733192443
ag_news,minilm,energy,no_drift,200,150,50,1011,,,0.0,1.0116042733192443
ag_news,minilm,classifier,no_drift,200,150,50,1011,,,0.4666666666666667,1.0116042733192443
ag_news,minilm,tda_bottleneck_h0,no_drift,200,150,50,1011,,,0.06666666666666667,45.959619140625
ag_news,minilm,tda_h0_max_lifetime,no_drift,200,150,50,1011,,,0.0,45.959619140625
ag_news,minilm,tda_h0_mean_lifetime,no_drift,200,150,50,1011,,,0.2,45.959619140625
